院校名称,院校类型,是否是211,是否是985,是否有研究生院,院校隶属,所在地区,学校网址,特殊招生,学校排名,科学研究,星级,总分,人才培养,综合声誉,办学层次
石家庄工商职业学院,财经院校（专科）,,,,河北省教育厅,河北,http://www.sjzgsxy.com/,[''],,,0,,,,
石家庄理工职业学院,工科院校（专科）,,,,河北省教育厅,河北,http://www.sjzlg.com/,[''],,,0,,,,
石家庄外语翻译职业学院,综合院校（本科）,,,,河北省教育厅,河北,http://www.hbwy.com.cn/,[''],,,0,,,,
石家庄科技信息职业学院,工科院校（专科）,,,,河北省教育厅,河北,http://www.kjxinxiedu.com/,[''],,,0,,,,
河北大学工商学院,综合院校（本科）,,,,河北省教育厅,河北,http://www.hicc.cn/,[''],,,0,,,,
河北联合大学轻工学院,工科院校（本科）,,,,河北省教育厅,河北,http://qgxy.heut.edu.cn/,[''],,,0,,,,
河北科技大学理工学院,工科院校（本科）,,,,河北省教育厅,河北,http://hbklg.hebust.edu.cn/,[''],,,0,,,,
河北师范大学汇华学院,师范院校（本科）,,,,河北省教育厅,河北,http://huihua.hebtu.edu.cn/,[''],,,0,,,,
河北经贸大学经济管理学院,财经院校（本科）,,,,河北省教育厅,河北,http://jgxy.heuet.edu.cn/,[''],,,0,,,,
河北医科大学临床学院,医药院校（本科）,,,,河北省教育厅,河北,http://www.hebmu.edu.cn/,[''],,,0,,,,
华北电力大学科技学院,工科院校（本科）,,,,河北省教育厅,河北,http://www.hdky.edu.cn/,[''],,,0,,,,
河北工程大学科信学院,工科院校（本科）,,,,河北省教育厅,河北,http://kexin.hebeu.edu.cn/,[''],,,0,,,,
燕山大学里仁学院,工科院校（本科）,,,,河北省教育厅,河北,http://stc.ysu.edu.cn/,[''],,,0,,,,
石家庄铁道大学四方学院,工科院校（本科）,,,,河北省教育厅,河北,http://www.stdusfc.cn/,[''],,,0,,,,
石家庄经济学院华信学院,财经院校（本科）,,,,河北省教育厅,河北,http://www.sjzuehx.cn/,[''],,,0,,,,
河北农业大学现代科技学院,农业院校（本科）,,,,河北省教育厅,河北,http://xianke.hebau.edu.cn/,[''],,,0,,,,
河北联合大学冀唐学院,医药院校（本科）,,,,河北省教育厅,河北,http://jtxy.heuu.edu.cn/,[''],,,0,,,,
河北司法警官职业学院,政法院校（专科）,,,,河北省教育厅,河北,http://www.jjgxy.com.cn/,[''],,,0,,,,
沧州医学高等专科学校,医药院校（专科）,,,,河北省教育厅,河北,http://www.czmc.cn/,[''],,,0,,,,
河北女子职业技术学院,语言院校（专科）,,,,河北省教育厅,河北,http://www.hebnzxy.com/,[''],,,0,,,,
山西大学,综合院校（本科）,,,,山西省教育厅,山西,http://www.sxu.edu.cn/,['高水平运动员'],75,62.96,3,64.01,65.25,62.96,中国知名大学
太原理工大学,工科院校（本科）,211,,,山西省教育厅,山西,,['高水平运动员'],85,62.19,0,,64.39,64.78,中国知名大学
中北大学,工科院校（本科）,,,,山西省教育厅,山西,http://www.nuc.edu.cn/,['高水平运动员'],146,61.52,3,62.49,63.53,61.92,中国知名大学
山西师范大学,师范院校（本科）,,,,山西省教育厅,山西,http://www.sxnu.edu.cn/,['高水平运动员'],197,60.53,0,62.01,63.45,61.81,
山西医科大学,医药院校（本科）,,,,山西省教育厅,山西,http://www.sxmu.edu.cn/,['高水平运动员'],239,60.5,0,61.81,63.44,60.16,
山西财经大学,财经院校（本科）,,,,山西省教育厅,山西,http://www.sxufe.edu.cn/,['高水平运动员'],253,60.29,0,61.77,63.16,61.81,
太原科技大学,工科院校（本科）,,,,山西省教育厅,山西,http://www.tyust.edu.cn/,[''],272,60.57,0,61.72,63.2,60,
山西农业大学,农业院校（本科）,,,,山西省教育厅,山西,http://www.sxau.edu.cn/,['高水平运动员'],293,60.18,0,61.65,63.38,60.16,
太原师范学院,师范院校（本科）,,,,山西省教育厅,山西,http://www.tynu.edu.cn/,['高水平运动员'],432,60.09,0,61.38,62.89,60.16,
山西中医学院,医药院校（本科）,,,,山西省教育厅,山西,http://www.sxtcm.com/,[''],456,60.08,0,61.36,62.89,60,
运城学院,师范院校（本科）,,,,山西省教育厅,山西,http://www.ycu.edu.cn/,[''],482,60.01,0,61.34,62.91,60,
长治医学院,医药院校（本科）,,,,山西省教育厅,山西,http://www.czmc.com/,[''],495,60,0,61.33,62.9,60,
忻州师范学院,师范院校（本科）,,,,山西省教育厅,山西,http://www.xztc.edu.cn/,[''],495,60,0,61.33,62.9,60,
太原学院,工科院校（专科）,,,,山西省教育厅,山西,http://www.sxtyu.com/,[''],495,60,0,61.33,62.88,60,
山西大同大学,综合院校（本科）,,,,山西省教育厅,山西,http://www.sxdtdx.edu.cn/,[''],561,60.05,0,61.15,62.47,60,
晋中学院,师范院校（本科）,,,,山西省教育厅,山西,http://www.sxjztc.edu.cn/,[''],588,60.03,0,61.14,62.46,60,
长治学院,师范院校（本科）,,,,山西省教育厅,山西,http://www.czc.edu.cn/,[''],588,60.02,0,61.14,62.46,60,
吕梁学院,师范院校（本科）,,,,山西省教育厅,山西,http://www.llhc.sx.cn/,[''],617,60,0,61.13,62.45,60,
太原工业学院,工科院校（本科）,,,,山西省教育厅,山西,http://www.tit.edu.cn/,[''],695,60.01,0,60.01,60,60,
太原电力高等专科学校,工科院校（专科）,,,,山西省教育厅,山西,http://www.sxuec.edu.cn/,[''],,,0,,,,
山西省财政税务专科学校,财经院校（专科）,,,,山西省教育厅,山西,http://www.sxftc.edu.cn/,[''],,,0,,,,
山西警官高等专科学校,政法院校（专科）,,,,山西省教育厅,山西,http://www.sxpu.com.cn/,[''],,,0,,,,
长治职业技术学院,工科院校（专科）,,,,山西省教育厅,山西,http://www.czzy.cn/,[''],,,0,,,,
山西艺术职业学院,艺术院校（专科）,,,,山西省教育厅,山西,http://www.sxyz.com/,[''],,,0,,,,
晋城职业技术学院,工科院校（专科）,,,,山西省教育厅,山西,http://www.sxjczy.com.cn/,[''],,,0,,,,
山西建筑职业技术学院,工科院校（专科）,,,,山西省教育厅,山西,http://www.sxatc.com/,[''],,,0,,,,
山西药科职业学院,医药院校（专科）,,,,山西省教育厅,山西,http://www.sxphc.cn/,[''],,,0,,,,
山西工程职业技术学院,工科院校（专科）,,,,山西省教育厅,山西,http://www.sxgy.cn/,[''],,,0,,,,
山西交通职业技术学院,工科院校（专科）,,,,山西省教育厅,山西,http://www.sxjt.edu.cn/,[''],,,0,,,,
山西兴华职业学院,工科院校（专科）,,,,山西省教育厅,山西,http://www.sxxh.org/,[''],,,0,,,,
大同煤炭职业技术学院,工科院校（专科）,,,,山西省教育厅,山西,http://www.dtmtxy.cn/,[''],,,0,,,,
山西机电职业技术学院,工科院校（专科）,,,,山西省教育厅,山西,http://www.sxjdxy.org/,[''],,,0,,,,
山西戏剧职业学院,艺术院校（专科）,,,,山西省教育厅,山西,http://www.shanxixjxy.com/,[''],,,0,,,,
山西财贸职业技术学院,财经院校（专科）,,,,山西省教育厅,山西,http://www.sxcmvc.com/,[''],,,0,,,,
山西林业职业技术学院,林业院校（专科）,,,,山西省教育厅,山西,http://www.sxly.com.cn/,[''],,,0,,,,
阳泉职业技术学院,工科院校（专科）,,,,山西省教育厅,山西,http://www.tyutyqc.edu.cn/,[''],,,0,,,,
临汾职业技术学院,综合院校（专科）,,,,山西省教育厅,山西,http://www.lfvtc.cn/,[''],,,0,,,,
山西职业技术学院,工科院校（专科）,,,,山西省教育厅,山西,http://www.sxzy.edu.cn/,[''],,,0,,,,
山西煤炭职业技术学院,工科院校（专科）,,,,山西省教育厅,山西,http://www.sxmtxy.com.cn/,[''],,,0,,,,
山西金融职业学院,财经院校（专科）,,,,山西省教育厅,山西,http://www.sxjrzyxy.com/,[''],,,0,,,,
太原城市职业技术学院,工科院校（专科）,,,,山西省教育厅,山西,http://www.cntcvc.com/,[''],,,0,,,,
山西大学商务学院,财经院校（本科）,,,,山西省教育厅,山西,http://www.sdsy.sxu.edu.cn/,[''],,,0,,,,
太原理工大学现代科技学院,工科院校（本科）,,,,山西省教育厅,山西,http://www.xdkj.tyut.edu.cn/,[''],,,0,,,,
山西农业大学信息学院,农业院校（本科）,,,,山西省教育厅,山西,http://www.cisau.com.cn/,[''],,,0,,,,
山西师范大学现代文理学院,师范院校（本科）,,,,山西省教育厅,山西,http://www.sxnu.edu.cn/,[''],,,0,,,,
中北大学信息商务学院,工科院校（本科）,,,,山西省教育厅,山西,http://xxsw.nuc.edu.cn/,[''],,,0,,,,
山西信息职业技术学院,工科院校（专科）,,,,山西省教育厅,山西,http://www.vcit.cn/,[''],,,0,,,,
太原科技大学华科学院,工科院校（本科）,,,,山西省教育厅,山西,http://www.kdhk.cn/,[''],,,0,,,,
山西医科大学晋祠学院,医药院校（本科）,,,,山西省教育厅,山西,http://www.sxmu-jcc.com/,[''],,,0,,,,
山西财经大学华商学院,财经院校（本科）,,,,山西省教育厅,山西,http://www.schsxy.com/,[''],,,0,,,,
山西工商学院,财经院校（专科）,,,,山西省教育厅,山西,http://www.sxtbu.net/,[''],,,0,,,,
山西体育职业学院,体育院校（专科）,,,,山西省教育厅,山西,http://www.sxptc.com/,[''],,,0,,,,
山西警官职业学院,政法院校（专科）,,,,山西省教育厅,山西,http://www.sxpolice.cn/,[''],,,0,,,,
山西国际商务职业学院,财经院校（专科）,,,,山西省教育厅,山西,http://www.sxibs.com/,[''],,,0,,,,
潞安职业技术学院,工科院校（专科）,,,,山西省教育厅,山西,http://sxlazy.cen114.com/,[''],,,0,,,,
太原旅游职业学院,语言院校（专科）,,,,山西省教育厅,山西,http://www.tylyzyxy.com/,[''],,,0,,,,
山西旅游职业学院,语言院校（专科）,,,,山西省教育厅,山西,http://www.sxtvi.edu.cn/,[''],,,0,,,,
山西管理职业学院,财经院校（专科）,,,,山西省教育厅,山西,http://www.sxglzyxy.com.cn/,[''],,,0,,,,
山西电力职业技术学院,工科院校（专科）,,,,山西省教育厅,山西,http://www.dlxy.sx.sgcc.com.cn/,[''],,,0,,,,
忻州职业技术学院,财经院校（专科）,,,,山西省教育厅,山西,http://www.xzvtc.com/,[''],,,0,,,,
山西同文外语职业学院,语言院校（专科）,,,,山西省教育厅,山西,http://www.sxtwedu.com/,[''],,,0,,,,
内蒙古大学,综合院校（本科）,211,,,内蒙古自治区教育厅,内蒙古,http://www.imu.edu.cn/,['高水平运动员'],95,61.87,3,63.4,64.41,65.26,中国知名大学
内蒙古农业大学,农业院校（本科）,,,,内蒙古自治区教育厅,内蒙古,http://www.imau.edu.cn/,['高水平运动员'],166,60.48,0,62.25,64.02,61.81,
内蒙古师范大学,师范院校（本科）,,,,内蒙古自治区教育厅,内蒙古,http://www.imnu.edu.cn/,['高水平运动员'],183,60.45,0,62.14,63.8,61.81,
内蒙古科技大学,综合院校（本科）,,,,内蒙古自治区教育厅,内蒙古,http://www.imust.cn/,['高水平运动员'],300,60.3,0,61.62,63.24,60,
内蒙古工业大学,工科院校（本科）,,,,内蒙古自治区教育厅,内蒙古,http://www.imut.edu.cn/,['高水平运动员'],309,60.21,0,61.6,63.29,60,
内蒙古医科大学,医药院校（本科）,,,,内蒙古自治区教育厅,内蒙古,http://www.immu.edu.cn/,[''],313,60.02,0,61.59,63.05,61.64,
内蒙古民族大学,综合院校（本科）,,,,内蒙古自治区教育厅,内蒙古,http://www.imun.edu.cn/,[''],357,60.25,0,61.49,63.01,60,
内蒙古财经大学,财经院校（本科）,,,,内蒙古自治区教育厅,内蒙古,http://www.imfec.edu.cn/,[''],410,60.15,0,61.41,62.92,60,
呼伦贝尔学院,综合院校（本科）,,,,内蒙古自治区教育厅,内蒙古,http://www.hlbrc.cn/,['高水平运动员'],495,60,0,61.33,62.89,60,
河套学院,综合院校（本科）,,,,内蒙古自治区教育厅,内蒙古,http://www.hetaodaxue.com/,[''],495,60,0,61.33,62.88,60,
赤峰学院,综合院校（本科）,,,,内蒙古自治区教育厅,内蒙古,http://www.cfxy.cn/,[''],561,60.06,0,61.15,62.46,60,
呼和浩特民族学院,语言院校（本科）,,,,内蒙古自治区教育厅,内蒙古,http://www.imnc.edu.cn/,[''],588,60.03,0,61.14,62.45,60,
集宁师范学院,师范院校（本科）,,,,内蒙古自治区教育厅,内蒙古,http://www.jntc.nm.cn/,[''],617,60.02,0,61.13,62.45,60,
内蒙古建筑职业技术学院,工科院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.imaa.edu.cn/,[''],,,0,,,,
内蒙古丰州职业学院,工科院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.nmgfzzyxy.com/,[''],,,0,,,,
包头职业技术学院,工科院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.btzyjsxy.cn/,[''],,,0,,,,
兴安职业技术学院,师范院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.nmxzy.cn/,[''],,,0,,,,
呼和浩特职业学院,综合院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.hhvc.net.cn/,[''],,,0,,,,
包头轻工职业技术学院,工科院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.btqy.com.cn/,[''],,,0,,,,
内蒙古电子信息职业技术学院,工科院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.imeic.cn/,[''],,,0,,,,
内蒙古机电职业技术学院,工科院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.nmgjdxy.com/,[''],,,0,,,,
内蒙古化工职业学院,工科院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.hgzyxy.com.cn/,[''],,,0,,,,
内蒙古商贸职业学院,财经院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.imvcc.com/,[''],,,0,,,,
锡林郭勒职业学院,师范院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.xlglvc.cn/,[''],,,0,,,,
内蒙古警察职业学院,政法院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.imppc.cn/,[''],,,0,,,,
内蒙古体育职业学院,体育院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.nmtyxy.com/,[''],,,0,,,,
乌兰察布职业学院,财经院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.wlcbzyxy.com.cn/,[''],,,0,,,,
通辽职业学院,师范院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.tlzyxy.com/,[''],,,0,,,,
科尔沁艺术职业学院,艺术院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.keqysxy.com.cn/,[''],,,0,,,,
内蒙古交通职业技术学院,工科院校（专科）,,,,内蒙古自治区教育厅,内蒙古,http://www.nmjtzy.com/,[''],,,0,,,,
大连理工大学,工科院校（本科）,211,985,研,教育部,辽宁,,['自主招生、艺术特长生、高水平运动员'],30,66.84,0,,68.49,68.87,中国高水平大学
东北大学,工科院校（本科）,211,985,研,教育部,辽宁,http://www.neu.edu.cn/,['自主招生、高水平运动员'],34,65.62,4,67,67.66,69.79,中国高水平大学
辽宁大学,综合院校（本科）,211,,,辽宁省教育厅,辽宁,,['高水平运动员'],83,61.75,0,,65.14,64.6,中国知名大学
中国医科大学,医药院校（本科）,,,,辽宁省教育厅,辽宁,http://www.cmu.edu.cn/,[''],114,62.3,3,63.04,64.38,60.33,中国知名大学
东北财经大学,财经院校（本科）,,,,辽宁省教育厅,辽宁,http://www.dufe.edu.cn/,['高水平运动员'],130,61.06,4,62.69,64.77,60.33,中国高水平大学
大连海事大学,工科院校（本科）,211,,,交通部,辽宁,http://www.dlmu.edu.cn/,['自主招生'],142,60.63,3,62.53,63.85,64.55,中国知名大学
沈阳农业大学,农业院校（本科）,,,,辽宁省教育厅,辽宁,http://www.syau.edu.cn/,[''],156,60.65,0,62.35,64.02,62.04,
辽宁工程技术大学,工科院校（本科）,,,,辽宁省教育厅,辽宁,http://www.lntu.edu.cn/,[''],185,60.62,0,62.12,63.65,61.64,
辽宁师范大学,师范院校（本科）,,,,辽宁省教育厅,辽宁,http://www.lnnu.edu.cn/,['高水平运动员'],187,60.64,0,62.11,63.96,60.16,
沈阳工业大学,工科院校（本科）,,,,辽宁省教育厅,辽宁,,['高水平运动员'],188,61.17,0,,63.42,60.16,
大连医科大学,医药院校（本科）,,,,辽宁省教育厅,辽宁,http://www.dlmedu.edu.cn/,[''],206,60.54,0,61.97,63.36,61.81,
沈阳药科大学,医药院校（本科）,,,,辽宁省教育厅,辽宁,http://www.syphu.edu.cn/,[''],217,60.5,4,61.94,63.7,60.16,中国高水平大学
大连工业大学,工科院校（本科）,,,,辽宁省教育厅,辽宁,http://www.dlpu.edu.cn/,[''],253,60.73,0,61.77,63.12,60.16,
沈阳建筑大学,工科院校（本科）,,,,辽宁省教育厅,辽宁,http://www.sjzu.edu.cn/,['高水平运动员'],258,60.27,0,61.76,63.17,61.81,
沈阳师范大学,师范院校（本科）,,,,辽宁省教育厅,辽宁,http://www.synu.edu.cn/,['高水平运动员'],258,60.5,0,61.76,63.33,60.16,
大连大学,综合院校（本科）,,,,辽宁省教育厅,辽宁,http://www.dlu.edu.cn/,['高水平运动员'],284,60.53,0,61.67,63.1,60.16,
辽宁中医药大学,医药院校（本科）,,,,辽宁省教育厅,辽宁,http://www.lnutcm.edu.cn/,[''],290,60.42,0,61.66,63.18,60.16,
大连交通大学,工科院校（本科）,,,,辽宁省教育厅,辽宁,http://www.djtu.edu.cn/,['高水平运动员'],290,60.6,0,61.66,63.06,60,
辽宁工业大学,工科院校（本科）,,,,辽宁省教育厅,辽宁,http://www.lnut.edu.cn/,[''],318,60.05,0,61.58,63.01,61.64,
辽宁科技大学,工科院校（本科）,,,,辽宁省教育厅,辽宁,http://www.ustl.edu.cn/,[''],323,60.19,0,61.57,63.23,60,
沈阳航空航天大学,工科院校（本科）,,,,辽宁省教育厅,辽宁,http://www.sau.edu.cn/,[''],349,60.24,0,61.5,63.01,60.16,
